,content,author,date,retweets,likes,url
483,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/RF7t8Ew8Rp",AyeAyeT17837026,2021-03-14 05:32:07,0,0,1370970981204828164
484,Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/bFiV84avqY,suessuee,2021-03-14 05:32:06,0,0,1370970974359814144
485,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/f342JLo1kH",Eaint50138127,2021-03-14 05:31:59,0,0,1370970947499347969
486,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/DkJCBbD7ul,HtetAungShwe1,2021-03-14 05:30:52,0,0,1370970663629037578
487,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/CYFFjIGYPW,ThawMyoHtet1,2021-03-14 05:30:44,0,1,1370970631257223169
488,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/8VajxmMg2c,EmilyThang5,2021-03-14 05:30:39,0,0,1370970610403143683
489,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/CHCUGMy3Xc,kimyelim1862,2021-03-14 05:30:04,0,0,1370970463812296707
490,"FRIED CHICKEN CHEESE 🧀 MOMO'S 220/- PKR ONLY.

Timing 1 PM - 2 AM 

ORDER: FOODPANDA or 03242148438

Al-Badar Marke… https://t.co/KOQ1JhqWv3",momos_hut,2021-03-14 05:29:24,1,1,1370970293532041219
491,@FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/azklVbQ9Hr,ArkarTheNyay,2021-03-14 05:29:05,1,0,1370970216776175619
492,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/a9hVtF4gHS,wintyeemon21,2021-03-14 05:28:49,1,0,1370970149403176960
493,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group. They checked his phone if they see some… https://t.co/tWfCX4apgV,SanEain3,2021-03-14 05:28:17,0,0,1370970014208065538
494,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/p44vWweUBv",THARAPHI22,2021-03-14 05:28:12,1,1,1370969993672802304
495,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/hB71cAlh28,crystal_phyo,2021-03-14 05:27:58,0,0,1370969934545752065
496,foodpanda foodpanda~ 😭 https://t.co/saf4OzRubW,hoonfts,2021-03-14 05:27:45,0,0,1370969878346145795
497,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/IbTazrCjgZ,YaminBo3,2021-03-14 05:27:04,0,0,1370969707751309312
498,FoodPanda delivery boy was stopped on the street by Terrorist groups.Terrorists are checking People's phone &amp; socia… https://t.co/M0YHpoyCOC,ShweSinTun99,2021-03-14 05:26:52,0,0,1370969660015792129
499,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/17feW9AIB0,khinpyaesonesoe,2021-03-14 05:26:31,1,0,1370969571977351168
500,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/j4xjHR4VfF,been24111675,2021-03-14 05:26:29,0,0,1370969559490912261
501,The police is checking mobile phone of FoodPanda Rider Delivery man to inspect whether he supports Democracy protes… https://t.co/ZleyuZeE5E,billkin_mra,2021-03-14 05:26:11,6,2,1370969487890022400
502,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/iGcfwBQhQv,levi_ackerman1S,2021-03-14 05:25:39,2,0,1370969353110179847
503,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/fPE2IL1HTN",Sai99622169,2021-03-14 05:25:05,0,0,1370969208197160961
504,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/RerAIB1T1R,KooKie9070,2021-03-14 05:24:05,1,1,1370968957818052608
505,FoodPanda delivery boy was stopped on the street by Terrorist groups.Terrorists are checking People's phone &amp; socia… https://t.co/HvVTmgbzQo,MilkTeaMM_MTAM,2021-03-14 05:23:34,1905,1374,1370968826326642689
506,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/QvhLMExDGz,LifeAlie,2021-03-14 05:22:18,0,0,1370968508310376448
507,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/eHB4ARJEk0",Yoko26581304,2021-03-14 05:22:17,0,1,1370968502769684481
508,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/Ol7Sxs4SdP",MayThetMonKyaw2,2021-03-14 05:21:46,0,0,1370968375460032515
509,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/9wYtdO0OSr,Suu10756494,2021-03-14 05:21:39,0,0,1370968345139236870
510,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/z5MzwmOMMb,Cocoes_choco,2021-03-14 05:21:32,1,1,1370968317314412544
511,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/SGosXEzbTP,ThiriTu95022317,2021-03-14 05:21:22,2,1,1370968273022427141
512,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/Nzk0cWQxYV,khaing8100,2021-03-14 05:21:13,0,0,1370968234556420096
513,Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/gkNPjTlv1P,NwayeOoHayMum,2021-03-14 05:20:17,0,0,1370968002632552451
514,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/wYlJU3WKz6,__ssyoung__,2021-03-14 05:17:56,1,0,1370967411139170304
515,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/BzUcRnytWU,HtetYeeLwin1,2021-03-14 05:17:56,0,0,1370967408920387584
516,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/RmUG55cQXl,ThandarChi,2021-03-14 05:17:27,1,1,1370967289194029057
517,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/8f0U7il0Ax",NabyD2,2021-03-14 05:17:25,3,2,1370967279152758788
518,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/A306NOWHXw,SapphireMoe16,2021-03-14 05:17:06,0,1,1370967201948303365
519,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/SICoWvcPAA",garfi3ld10,2021-03-14 05:16:59,0,0,1370967171753517060
520,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/pXuKNv4yrF",MyaThetKhaing3,2021-03-14 05:16:57,0,0,1370967162391822341
521,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/QfAFiVBxDx",MeiG_twt,2021-03-14 05:16:41,41,21,1370967093307437057
522,lowkey missed cebu and my impulsive foodpanda orders,pressonthekeys,2021-03-14 05:16:35,0,1,1370967071094231043
523,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/06IbLZfUWS,Rin7182930,2021-03-14 05:15:47,0,0,1370966870472368130
524,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/lN0LSSTcef,KhinZarThinZaw1,2021-03-14 05:15:46,0,0,1370966866596823042
525,Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/BLxHwd74i4,YatiNaine,2021-03-14 05:15:18,0,0,1370966748220952576
526,"HEY QC!!!

Namiss niyo na ba mag foodpanda voucher? Don’t worry the long wait is over! FREE 50 PESOS VOUCHER IS BAC… https://t.co/9b9K87m90D",_OUTandProudPH_,2021-03-14 05:15:11,5,6,1370966719217377287
527,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Juntas terrorist group .They checked his phone if… https://t.co/y56r7zatc0",yinbaek04,2021-03-14 05:14:49,0,0,1370966624329687042
528,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/3agv2RYO2S,Yoon63955345,2021-03-14 05:14:24,1,0,1370966521275510785
529,GoodAfternoon Guys. Who wants FREE FOODPANDA VOUCHER? Follow us and well give 50php worth of vouchers for free. @foodpandaPH,_OUTandProudPH_,2021-03-14 05:14:16,4,9,1370966487570153475
530,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/vc8QiGhtXj,__chanmyae__,2021-03-14 05:13:40,0,0,1370966334247297024
531,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/LjxaHM47oX,SwamSwam17,2021-03-14 05:12:42,0,0,1370966093951471621
532,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone to see if there… https://t.co/P53MNdaMiH,thant299,2021-03-14 05:12:40,1,0,1370966086145863680
533,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/XZLluw6KaC,YU30791351,2021-03-14 05:12:12,0,0,1370965968369770497
534,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/KuOScyW1Jq,Su27721604,2021-03-14 05:11:28,1,0,1370965782516088833
535,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/bMaT1qL9Ki",ThiriMa58742060,2021-03-14 05:11:08,2,2,1370965697837334538
536,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/HyKsT414oj,ThetThe26401614,2021-03-14 05:10:59,0,0,1370965659614593031
537,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/8WU5xFm6tv,cemithiri,2021-03-14 05:10:13,0,0,1370965468295610371
538,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/4NLsuI8mHy,NK13JJ,2021-03-14 05:09:49,0,3,1370965369263886339
539,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/vYrWcWrkQJ,Mayzunaung11,2021-03-14 05:09:29,0,0,1370965282244595714
540,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/KKeJ0KZfbe,YeeMon21474313,2021-03-14 05:09:13,0,0,1370965217522241538
541,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/tESru0A820,valeria_jue,2021-03-14 05:09:11,0,0,1370965206713593857
542,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/Tatj5XVwV7,jayAyeAmEs08,2021-03-14 05:09:00,0,0,1370965161679286272
543,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/kBJcGhQALB,YinNyeinThu6,2021-03-14 05:08:52,0,0,1370965129689452545
544,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/GsqL0Esrmh,ThetHni96442756,2021-03-14 05:08:47,0,0,1370965106541146118
545,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/egq7PmIcjK,Thiha87864679,2021-03-14 05:08:43,0,0,1370965091357630464
546,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/WIQZ3AUB4V,LuciShelby1,2021-03-14 05:08:38,2,1,1370965068616245248
547,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/vkLUuRCBK7",nyeinayesan17,2021-03-14 05:08:19,2,5,1370964991717740548
548,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone and made him kn… https://t.co/8ixFcUt3NK,AyeNyeinSan14,2021-03-14 05:07:56,0,0,1370964892438695936
549,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/yHg261wBCF",ParkKaiYoon1,2021-03-14 05:07:23,0,0,1370964755909804034
550,Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/jI3grOdktW,chawhtethtet,2021-03-14 05:06:30,7,9,1370964533230075905
551,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/ZnXnaaZNtM",khayaywutyi,2021-03-14 05:06:29,0,0,1370964526938480647
552,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/oPkwupnFL7,chaw2lay,2021-03-14 05:06:01,0,0,1370964411532337153
553,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/hRumH8nb5v,Amara29100928,2021-03-14 05:05:44,0,1,1370964339516002304
554,"why hasn't my sister broken up with her asshole of a boyfriend? lol

they're fighting over a foodpanda order becaus… https://t.co/zJE6nIxmnv",chandyybells,2021-03-14 05:05:44,0,2,1370964338085785600
555,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/xQFnCC99ZP,hlaingz4979,2021-03-14 05:05:27,1,1,1370964268414238720
556,Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/J7OWj4ZWLg,HeartHeart98,2021-03-14 05:05:19,18,13,1370964234834604032
557,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group.They checked his phone if they see some… https://t.co/bZqhRAFcSb,MayMyat202,2021-03-14 05:05:06,0,1,1370964180988162058
558,"Looking for Perfect Match for your Movie Marathon? Avail Now on our Food Delivery Partners.
https://t.co/cEJDB4ls9Z… https://t.co/yKrlWw8Diw",khunthaitea1,2021-03-14 05:05:00,0,0,1370964153217609730
559,"2021 Tweets, [Mar 14, 2021 at 11:04 AM]
FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group… https://t.co/EQ5Mn1RJ5g",VSui14,2021-03-14 05:04:55,0,0,1370964132615254021
560,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/ksJzL3yPKK,MyaPwin35596031,2021-03-14 05:04:54,7,2,1370964127791779844
561,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/RsKYLazGgF,pororo76388905,2021-03-14 05:04:06,0,0,1370963929107550208
562,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/rzSGUh6pCe",melody_lltt,2021-03-14 05:04:04,3,1,1370963920240791554
563,@UN @UNOCHA FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if t… https://t.co/oTnpsVMDxP,AyeMyatThawTar1,2021-03-14 05:04:01,2,3,1370963907964063747
564,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/9VyASB2bJe,Amber20491885,2021-03-14 05:03:19,0,0,1370963731744624642
565,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/R0vS9d8HNA,Hwangyuan1,2021-03-14 05:03:15,0,0,1370963715890159620
566,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/Gnb5MslKyw,MinKhan41100857,2021-03-14 05:02:51,0,0,1370963613901414402
567,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/lzhhs86R3d",ShunLaeWaddy,2021-03-14 05:02:29,0,0,1370963520003600386
568,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/r2q6cGBbwn",Lavender222222,2021-03-14 05:02:28,4,1,1370963515469672450
569,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/xpmcwVUC4A,EIMOHMOHPHYU1,2021-03-14 05:02:19,3,4,1370963477909495808
570,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/AKXwEWFE8K,Pantatou_,2021-03-14 05:01:53,1,1,1370963369730007041
571,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/zk1o1SE3EP,ZawLinA21131965,2021-03-14 05:01:49,0,0,1370963352919236609
572,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/dXeFSlNvci,ShwaySoe,2021-03-14 05:01:39,0,0,1370963312050049024
573,"@foodpanda_pk please help as you can!!
support us!!!",AyeMyatThawTar1,2021-03-14 05:01:37,0,0,1370963301677420549
574,@foodpanda_pk FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if… https://t.co/LVLefvr8UC,AyeMyatThawTar1,2021-03-14 05:00:58,0,1,1370963138229592066
575,Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/Hg3AHt1ia6,ThetHtunOo11,2021-03-14 05:00:38,0,0,1370963058089205764
576,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/b9D0mEbYdF,ShuneLeiMay2,2021-03-14 05:00:31,34,23,1370963028267569158
577,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/JfBXW2zxWj,ZinNweNweOo2,2021-03-14 05:00:25,0,0,1370962999771607047
578,"Whatever your side dish preference is, Lido has it! Order it with your main dishes today.

Try out our FAVORITES by… https://t.co/BoCaViQpJZ",LidoCocinaTsina,2021-03-14 05:00:22,0,0,1370962989944164353
579,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/rBZLXGDVRl,Kacie_90s,2021-03-14 05:00:21,16,8,1370962983719989255
580,@RapporteurUn FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if… https://t.co/10y82OR4LS,HninKhine17,2021-03-14 04:59:32,1,0,1370962779583217666
581,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/BoXvNU8deE,AyeMyatThawTar1,2021-03-14 04:59:31,0,0,1370962773602017283
582,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/w0mumnyr6N",laewai85,2021-03-14 04:59:27,0,0,1370962757286256640
583,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/IWCYuXkORK",Hyunee_Choco,2021-03-14 04:59:07,0,0,1370962675979681801
584,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/iPzqd2xsrC,M22222OZ,2021-03-14 04:58:59,1,0,1370962640869027842
585,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/bsrjQcYhBJ,myanmar_whats,2021-03-14 04:58:44,0,0,1370962579959418881
586,FoodPanda delivaryboy was stopped on the st by #military cartel to check his phone. if they see something about his… https://t.co/3GNZWd2Unu,thuriyasun,2021-03-14 04:58:39,2,0,1370962556362260480
587,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/DVvaB6vKQw,Joe77571066,2021-03-14 04:58:22,0,1,1370962485344276485
588,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/sVT9RpvKpy,RykerKyin1,2021-03-14 04:58:21,0,0,1370962482869665792
589,FoodPanda deliveryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/s7xLovWBvg,PohPoh39759830,2021-03-14 04:57:58,0,0,1370962384622252037
590,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/J2UAhKDwAA,ThadaSu27,2021-03-14 04:57:50,0,1,1370962351046979587
591,@DrSasa22222 FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if… https://t.co/1pgtVaMv51,HninKhine17,2021-03-14 04:57:32,0,0,1370962277764063234
592,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/z9SZJ550pO",yoi_taesha,2021-03-14 04:57:02,1,0,1370962150265479174
593,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/d1jjTBCDoX",Cheng_vante,2021-03-14 04:56:59,0,0,1370962138110464000
594,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/I6WkgqM3gt,AyeNu12,2021-03-14 04:56:50,0,0,1370962099577425927
595,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/qNNWoPplax,theintthan2000,2021-03-14 04:56:47,3,2,1370962088470876162
596,"Policeman is checking the phone of foodpanda delivery man.Yes, this is happening in Myanmar right now. LOCOMOTIVE X… https://t.co/IBgQ4hFYlq",KhinPyaeSoanAg,2021-03-14 04:56:32,0,0,1370962023752867841
597,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/N59bse9Qgy,Zayar000012,2021-03-14 04:56:05,5,6,1370961910317780992
598,FoodPanda delivery boy was stopped on the street by Juntas terrorist group .They checked his phone if they see some… https://t.co/GvfA56xXtH,tf4913,2021-03-14 04:55:53,0,1,1370961861068398592
599,FoodPanda delivaryboy was stopped on the street by Juntas terrorist group .They checked his phone if they see somet… https://t.co/CMXNHJcRc3,nwel_yu,2021-03-14 04:55:05,0,0,1370961659653713926
600,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/MX14f8c0fl,TkHtut,2021-03-14 04:54:58,0,0,1370961628183805952
601,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/6Z8kpN7qm9,AhTheint11,2021-03-14 04:54:57,0,0,1370961627781152770
602,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/tAXtE4fOMF,nhindidi,2021-03-14 04:54:38,0,0,1370961545337901058
603,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/9uZYo1leVk,Huan94131585,2021-03-14 04:54:31,2,2,1370961516149698562
604,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/cTJ4gFs9SS,epi_asoo,2021-03-14 04:53:48,0,1,1370961337484898314
605,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/gG55hfHkhH,Yuriko2399,2021-03-14 04:53:36,0,0,1370961286335401984
606,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/omdEUd4Nt5,nyeinpo2,2021-03-14 04:53:25,1,0,1370961238730084353
607,FoodPanda deliveryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/7EQdB8oaIY,khan_hti,2021-03-14 04:53:23,0,0,1370961232732200961
608,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/m4STQ93aZP,Yunino58299578,2021-03-14 04:53:22,1,1,1370961227346706437
609,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/bzWUPV8tQX,HayMarNway1,2021-03-14 04:53:15,0,0,1370961197152018435
610,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/Lpn8bTY8Dq,EIEIMON12416159,2021-03-14 04:53:11,0,0,1370961180173295617
611,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/t9L9Gm9zoD,Aprilzanhta1,2021-03-14 04:53:08,0,0,1370961167485657088
612,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/CZo0yt2JY7,HtetHte04012083,2021-03-14 04:52:52,1,1,1370961102985592832
613,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/mT3wz4rhAj,Eicutejunee,2021-03-14 04:52:46,0,0,1370961075940691969
614,Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/UkHbLVSy86,ymhannn,2021-03-14 04:52:31,0,0,1370961015114919939
615,FoodPanda delivery boy was stopped on the street by Junta’s terrorist group .They checked his phone if they see som… https://t.co/UpSYLAD3Qb,ShoonYee2,2021-03-14 04:52:06,2,1,1370960906910277634
616,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/hdwWlWMo5L,LuPinkyYeol1,2021-03-14 04:51:56,1,0,1370960868159160321
617,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/u5jefTWPvc",maythuthusoe3,2021-03-14 04:50:32,0,1,1370960512662396929
618,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/4VXYL3M8d7,Shinn_tk,2021-03-14 04:49:36,0,0,1370960281287856133
619,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/f2HEOpdxbi",EiPhyo39439559,2021-03-14 04:49:23,0,0,1370960225256230913
620,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/KAHsfTSExZ",sweyiwint1,2021-03-14 04:49:10,1,0,1370960169123782665
621,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/j94hKIhikR,SoeYadanar8,2021-03-14 04:48:31,0,0,1370960007404027911
622,Me deleting my lazada app and other shopping and food delivery apps except foodpanda and shopee (may deliver pakong inaantay) 🤡🤡🤡🤡,thatgirlangela,2021-03-14 04:48:12,0,3,1370959926068047878
623,"LOCOMOTIVE XYZ
Foodpanda delivaryman was stopped on the street by Junta’s terrorist group .They checked his phone i… https://t.co/PKV4U1AqRl",MayZinChit8,2021-03-14 04:48:05,1,1,1370959897110581257
624,"FoodPanda delivaryboy was stopped on the street by Terrorists.
They checked his phone if they see something about h… https://t.co/YiSJCEbyIx",v_bobbin,2021-03-14 04:47:55,2,0,1370959856467726338
625,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/bkwY9G9Mq1,htetpirapat,2021-03-14 04:47:50,1,2,1370959835710296069
626,FoodPanda delivaryboy was stopped on the street by Junta’s terrorist group .They checked his phone if they see some… https://t.co/o2wr71rlkG,zhan_wint,2021-03-14 04:47:32,0,0,1370959760779005952
627,"Please save our Foodpanda delivery man also. Terrorists arrested them without no reasons  

LOCOMOTIVE XYZ… https://t.co/1cH6o0SL8l",sapphire_htet,2021-03-14 04:47:10,0,0,1370959667581583361
